,default_wgt_sum,default_count,current_count
fres,0.23,12.0,129303.0
fric,0.0,1.0,129314.0
frid,0.0,2.0,129313.0
frie,0.0,5.0,129310.0
frig,0.0,14.0,129301.0
frn$,0.0,1.0,129314.0
frof,0.0,1.0,129314.0
from,0.0,4.0,129311.0
fron,8.25,182.0,129133.0
fros,0.0,1.0,129314.0
froz,0.0,15.0,129300.0
frp ,0.0,1.0,129314.0
frsa,0.0,1.0,129314.0
frt ,0.0,1.0,129314.0
fryc,0.0,1.0,129314.0
fs c,0.0,5.0,129310.0
fs d,0.0,4.0,129311.0
fs o,0.75,6.0,129309.0
fs r,0.0,1.0,129314.0
fs t,0.0,1.0,129314.0
fsa ,0.0,2.0,129313.0
fsa$,0.0,4.0,129311.0
fsc$,0.0,2.0,129313.0
fsd$,0.0,3.0,129312.0
fsde,0.0,1.0,129314.0
fser,0.0,1.0,129314.0
fset,0.0,1.0,129314.0
fsho,1.0,6.0,129309.0
fsi ,0.0,1.0,129314.0
fsis,0.0,1.0,129314.0
fsm ,0.0,1.0,129314.0
fsnc,0.0,1.0,129314.0
fso$,0.0,4.0,129311.0
fsp$,0.0,1.0,129314.0
fspo,0.0,1.0,129314.0
fsqa,0.0,1.0,129314.0
fsr ,0.0,3.0,129312.0
fsr$,1.0,7.0,129308.0
fsr1,0.0,1.0,129314.0
fss ,0.0,3.0,129312.0
fss$,0.0,1.0,129314.0
fst$,0.0,2.0,129313.0
fsuf,0.0,1.0,129314.0
fsw ,0.0,1.0,129314.0
fsw$,0.0,1.0,129314.0
fsw2,0.0,1.0,129314.0
ft  ,0.0,2.0,129313.0
ft a,0.0,7.0,129308.0
ft b,1.0,3.0,129312.0
ft c,0.0,7.0,129308.0
ft d,3.73,63.0,129252.0
ft e,0.0,15.0,129300.0
ft f,0.0,9.0,129306.0
ft i,0.0,6.0,129309.0
ft j,0.0,1.0,129314.0
ft l,2.5,44.0,129271.0
ft m,4.0,146.0,129169.0
ft o,4.25,78.0,129237.0
ft p,0.0,5.0,129310.0
ft r,0.0,4.0,129311.0
ft s,2.0,82.0,129233.0
ft t,1.0,25.0,129290.0
ft u,0.0,1.0,129314.0
ft w,0.0,5.0,129310.0
ftas,0.0,1.0,129314.0
ftba,0.0,3.0,129312.0
ftce,0.0,1.0,129314.0
ftcl,0.0,1.0,129314.0
ftdr,0.0,1.0,129314.0
fter,1.0,52.0,129263.0
ftey,0.0,2.0,129313.0
fth ,0.0,1.0,129314.0
fthe,0.0,1.0,129314.0
ftin,0.0,5.0,129310.0
ftis,0.0,1.0,129314.0
ftle,0.0,1.0,129314.0
ftli,0.0,1.0,129314.0
fts ,0.0,5.0,129310.0
fts$,0.0,4.0,129311.0
ftsm,1.8900000000000001,31.0,129284.0
ftsp,0.0,5.0,129310.0
ftwa,14.340000000000002,930.0,128385.0
ftwr,0.0,1.0,129314.0
fty ,0.0,1.0,129314.0
ftz ,0.0,2.0,129313.0
fu h,0.0,1.0,129314.0
fuce,0.0,1.0,129314.0
fuel,2.0,28.0,129287.0
fufi,0.0,1.0,129314.0
fuga,0.0,1.0,129314.0
fuji,0.0,2.0,129313.0
fulf,0.0,13.0,129302.0
full,4.48,75.0,129240.0
fun ,0.0,1.0,129314.0
func,0.91,20.0,129295.0
fund,3.75,61.0,129254.0
fune,1.23,41.0,129274.0
furn,1.0,19.0,129296.0
fuse,0.0,3.0,129312.0
fusi,0.0,10.0,129305.0
futu,0.0,3.0,129312.0
fvp ,0.0,1.0,129314.0
fwar,0.0,1.0,129314.0
fwhm,0.0,1.0,129314.0
fwor,0.0,1.0,129314.0
fx a,0.0,2.0,129313.0
fx m,0.0,1.0,129314.0
fy n,0.75,1.0,129314.0
fyin,0.0,2.0,129313.0
g   ,0.0,19.0,129296.0
g  a,1.0,17.0,129298.0
g  b,0.0,6.0,129309.0
g  c,0.0,22.0,129293.0
g  d,0.0,17.0,129298.0
g  e,0.0,2.0,129313.0
g  g,0.0,1.0,129314.0
g  h,0.0,5.0,129310.0
g  i,0.75,2.0,129313.0
g  l,0.0,2.0,129313.0
g  m,0.75,3.0,129312.0
g  o,1.0,3.0,129312.0
g  p,0.0,9.0,129306.0
g  q,0.0,1.0,129314.0
g  r,2.0,15.0,129300.0
g  s,0.0,11.0,129304.0
g  t,0.0,2.0,129313.0
g  v,0.0,1.0,129314.0
g  w,0.0,1.0,129314.0
g 3 ,0.0,1.0,129314.0
g 4 ,0.0,1.0,129314.0
g ac,1.0,13.0,129302.0
g ad,1.75,57.0,129258.0
g af,0.0,1.0,129314.0
g ag,3.98,85.0,129230.0
g ai,2.0,19.0,129296.0
g an,12.040000000000001,247.0,129068.0
g ap,0.0,4.0,129311.0
g ar,0.0,9.0,129306.0
g as,8.39,287.0,129028.0
g at,0.0,20.0,129295.0
g au,0.0,6.0,129309.0
g ba,0.0,1.0,129314.0
g be,0.0,1.0,129314.0
g bi,0.0,3.0,129312.0
g bl,0.0,1.0,129314.0
g bo,0.0,3.0,129312.0
g br,0.0,8.0,129307.0
g bu,0.0,8.0,129307.0
g ca,1.0,11.0,129304.0
g ce,1.75,18.0,129297.0
g ch,1.0,10.0,129305.0
g cl,6.0600000000000005,172.0,129143.0
g cn,0.0,1.0,129314.0
g co,13.290000000000001,383.0,128932.0
g cr,0.0,3.0,129312.0
g cs,0.0,1.0,129314.0
g cu,0.0,4.0,129311.0
g da,2.0,4.0,129311.0
g de,0.75,75.0,129240.0
g di,5.71,229.0,129086.0
g do,0.0,2.0,129313.0
g dr,0.75,8.0,129307.0
g du,0.58,1.0,129314.0
g e6,0.0,2.0,129313.0
g ed,0.0,13.0,129302.0
g el,0.0,4.0,129311.0
g en,5.5,152.0,129163.0
g eq,0.0,5.0,129310.0
g es,0.0,1.0,129314.0
g ev,1.0,1.0,129314.0
g ex,0.0,15.0,129300.0
g ey,0.0,1.0,129314.0
g fa,0.0,7.0,129308.0
g fe,0.0,1.0,129314.0
g fi,0.0,9.0,129306.0
g fl,1.0,5.0,129310.0
g fo,2.23,19.0,129296.0
g fu,0.0,2.0,129313.0
g ga,0.0,2.0,129313.0
g ge,1.0,2.0,129313.0
g gm,0.0,1.0,129314.0
g go,0.0,1.0,129314.0
g gr,0.0,12.0,129303.0
g gu,1.0,3.0,129312.0
g ha,0.0,7.0,129308.0
g hi,1.0,4.0,129311.0
g ho,0.0,10.0,129305.0
g hr,1.0,4.0,129311.0
g hu,0.0,2.0,129313.0
g i$,0.0,1.0,129314.0
g ii,1.0,3.0,129312.0
g im,0.0,1.0,129314.0
g in,2.75,74.0,129241.0
g it,0.0,3.0,129312.0
g ju,0.0,1.0,129314.0
g l ,0.0,1.0,129314.0
g la,0.0,9.0,129306.0
g le,1.0,47.0,129268.0
g li,1.0,6.0,129309.0
g lo,0.0,7.0,129308.0
g lp,0.0,1.0,129314.0
g m$,0.0,1.0,129314.0
g ma,13.500000000000002,940.0,128375.0
g me,0.46,36.0,129279.0
g mg,0.0,30.0,129285.0
g mi,0.0,1.0,129314.0
g mn,0.0,1.0,129314.0
g mo,0.0,1.0,129314.0
g nc,0.0,4.0,129311.0
g nu,1.0,9.0,129306.0
g oc,0.0,1.0,129314.0
g of,1.73,139.0,129176.0
g oi,0.0,1.0,129314.0
g op,3.5,72.0,129243.0
g ou,0.0,1.0,129314.0
g ov,0.0,1.0,129314.0
g pa,1.81,45.0,129270.0
g pc,0.0,1.0,129314.0
g pe,0.0,7.0,129308.0
g pf,0.0,1.0,129314.0
g ph,1.0,7.0,129308.0
g pl,0.0,19.0,129296.0
g pm,0.0,1.0,129314.0
g po,0.0,5.0,129310.0
g pr,0.0,81.0,129234.0
g pu,1.0,4.0,129311.0
g qu,0.0,4.0,129311.0
g ra,0.0,2.0,129313.0
g re,2.75,96.0,129219.0
g ri,0.0,3.0,129312.0
g rm,0.0,1.0,129314.0
g rn,0.0,3.0,129312.0
g ro,0.0,13.0,129302.0
g sa,0.0,28.0,129287.0
g sc,0.0,9.0,129306.0
g se,2.5,69.0,129246.0
g sh,0.75,7.0,129308.0
g si,0.0,1.0,129314.0
g sk,0.0,1.0,129314.0
g so,0.0,1.0,129314.0
g sp,17.48,362.0,128953.0
g sq,0.0,1.0,129314.0
g sr,0.0,3.0,129312.0
g st,1.0,32.0,129283.0
g su,7.5,240.0,129075.0
g sy,0.0,15.0,129300.0
g te,4.79,316.0,128999.0
g th,0.0,1.0,129314.0
g ti,0.0,2.0,129313.0
g to,0.0,1.0,129314.0
g tr,0.0,9.0,129306.0
g tu,0.0,1.0,129314.0
g uh,0.0,1.0,129314.0
g un,0.0,8.0,129307.0
g us,0.0,1.0,129314.0
g ve,0.0,6.0,129309.0
g vi,0.0,2.0,129313.0
g wa,0.0,2.0,129313.0
g we,0.0,5.0,129310.0
g wo,0.0,2.0,129313.0
g wr,0.0,2.0,129313.0
g ye,0.0,1.0,129314.0
g10 ,0.0,1.0,129314.0
g11$,0.0,1.0,129314.0
g12$,0.0,1.0,129314.0
g281,0.0,1.0,129314.0
g35$,0.0,1.0,129314.0
g4s ,1.0,3.0,129312.0
g580,0.0,1.0,129314.0
ga a,0.75,1.0,129314.0
ga c,0.0,1.0,129314.0
ga i,0.0,1.0,129314.0
ga p,0.0,1.0,129314.0
ga w,0.0,1.0,129314.0
gabb,0.0,1.0,129314.0
gacy,0.75,1.0,129314.0
gade,0.0,4.0,129311.0
gael,0.0,1.0,129314.0
gaer,0.0,5.0,129310.0
gaga,0.0,1.0,129314.0
gage,16.71,295.0,129020.0
gagm,0.0,2.0,129313.0
gain,1.0,2.0,129313.0
gal ,13.38,463.0,128852.0
gal$,16.54,330.0,128985.0
gall,0.0,5.0,129310.0
game,6.25,82.0,129233.0
gami,1.58,7.0,129308.0
gamm,0.0,3.0,129312.0
gan ,0.0,11.0,129304.0
gan$,0.0,1.0,129314.0
gang,0.23,2.0,129313.0
gani,2.0,27.0,129288.0
gans,0.0,1.0,129314.0
gant,0.0,1.0,129314.0
gar ,0.0,4.0,129311.0
gar$,0.0,3.0,129312.0
gara,0.0,7.0,129308.0
garb,0.0,3.0,129312.0
gard,0.0,17.0,129298.0
garm,0.0,1.0,129314.0
garn,0.0,1.0,129314.0
gart,0.0,9.0,129306.0
gas ,2.75,25.0,129290.0
gas$,0.0,1.0,129314.0
gast,0.0,2.0,129313.0
gasu,0.0,1.0,129314.0
gate,0.0,9.0,129306.0
gath,0.0,2.0,129313.0
gati,2.23,77.0,129238.0
gato,10.440000000000001,208.0,129107.0
gaug,0.0,1.0,129314.0
gaur,0.0,2.0,129313.0
gavo,0.0,1.0,129314.0
gawa,0.0,1.0,129314.0
gboa,1.0,4.0,129311.0
gbor,0.0,1.0,129314.0
gc c,0.0,1.0,129314.0
gc s,0.0,1.0,129314.0
gca ,0.0,1.0,129314.0
gcal,0.0,1.0,129314.0
gcla,0.0,1.0,129314.0
gco$,0.0,1.0,129314.0
gcsp,0.0,1.0,129314.0
gcy ,0.0,1.0,129314.0
gd a,0.0,1.0,129314.0
gd o,0.0,1.0,129314.0
gdal,0.0,1.0,129314.0
gdu ,0.0,1.0,129314.0
ge  ,0.0,4.0,129311.0
ge a,2.0,43.0,129272.0
ge b,6.25,64.0,129251.0
ge c,3.98,92.0,129223.0
ge d,1.0,29.0,129286.0
ge e,0.0,13.0,129302.0
ge f,2.0,7.0,129308.0
ge g,0.0,2.0,129313.0
ge h,0.0,13.0,129302.0
ge i,0.75,13.0,129302.0
ge l,4.0,84.0,129231.0
ge m,0.23,50.0,129265.0
ge n,3.0,68.0,129247.0
ge o,3.0,33.0,129282.0
ge p,1.0,66.0,129249.0
ge q,0.0,2.0,129313.0
ge r,2.91,20.0,129295.0
ge s,1.0,59.0,129256.0
ge t,6.91,83.0,129232.0
ge u,0.46,33.0,129282.0
ge v,0.0,1.0,129314.0
ge w,0.0,1.0,129314.0
gean,16.04,381.0,128934.0
gear,0.0,1.0,129314.0
geba,0.0,2.0,129313.0
gebe,0.0,1.0,129314.0
gebr,0.0,1.0,129314.0
gebs,0.0,1.0,129314.0
gect,0.0,1.0,129314.0
ged ,0.23,11.0,129304.0
gee$,0.0,2.0,129313.0
geek,0.75,5.0,129310.0
geer,0.0,1.0,129314.0
gef$,0.0,1.0,129314.0
gege,0.0,1.0,129314.0
geha,0.0,3.0,129312.0
geic,0.0,1.0,129314.0
gein,0.0,1.0,129314.0
gel$,0.0,2.0,129313.0
gele,0.0,3.0,129312.0
geli,0.75,3.0,129312.0
gem$,0.0,1.0,129314.0
gema,0.0,2.0,129313.0
geme,19.83,772.0,128543.0
gemi,0.0,1.0,129314.0
gen ,1.0,21.0,129294.0
gen$,1.75,6.0,129309.0
gena,0.0,1.0,129314.0
genc,6.58,170.0,129145.0
gend,0.0,1.0,129314.0
gene,41.079999999999984,1226.0,128089.0
geng,0.0,1.0,129314.0
geni,0.0,17.0,129298.0
genn,0.0,1.0,129314.0
geno,0.0,1.0,129314.0
genr,0.0,1.0,129314.0
gens,0.0,1.0,129314.0
gent,34.83,777.0,128538.0
geo ,0.0,1.0,129314.0
geod,0.0,1.0,129314.0
geog,0.0,1.0,129314.0
geoi,0.0,2.0,129313.0
geol,0.75,18.0,129297.0
geon,0.0,11.0,129304.0
geop,0.0,3.0,129312.0
geor,0.0,4.0,129311.0
geos,0.0,3.0,129312.0
geot,0.0,1.0,129314.0
gepe,0.0,1.0,129314.0
ger ,35.9,1195.0,128120.0
ger$,692.4900000000023,18898.0,110417.0
gera,1.0,22.0,129293.0
gerb,0.0,6.0,129309.0
gerc,0.0,4.0,129311.0
gerd,0.0,1.0,129314.0
gere,0.0,1.0,129314.0
gerf,0.0,3.0,129312.0
gerg,0.0,2.0,129313.0
gerh,0.0,2.0,129313.0
geri,0.0,3.0,129312.0
germ,0.0,3.0,129312.0
gern,0.0,4.0,129311.0
gerp,0.0,1.0,129314.0
gerr,0.0,5.0,129310.0
gers,1.0,14.0,129301.0
gert,0.0,2.0,129313.0
gerv,0.0,1.0,129314.0
gery,2.5,40.0,129275.0
ges ,0.0,4.0,129311.0
ges$,0.0,3.0,129312.0
gesi,0.0,1.0,129314.0
gest,1.0,7.0,129308.0
get ,2.23,83.0,129232.0
get$,0.0,10.0,129305.0
gete,0.0,2.0,129313.0
geti,0.0,2.0,129313.0
gets,0.0,2.0,129313.0
geus,0.0,1.0,129314.0
gex$,0.0,1.0,129314.0
gfe ,0.0,1.0,129314.0
gfee,0.0,1.0,129314.0
gfel,0.0,1.0,129314.0
gfit,0.0,1.0,129314.0
gflo,0.0,1.0,129314.0
ggag,0.0,2.0,129313.0
ggen,0.0,1.0,129314.0
gger,1.23,22.0,129293.0
ggin,0.0,5.0,129310.0
ggs ,0.0,1.0,129314.0
gh a,0.0,1.0,129314.0
gh d,0.0,2.0,129313.0
gh e,0.0,2.0,129313.0
gh l,0.0,2.0,129313.0
gh m,0.0,3.0,129312.0
gh p,0.0,1.0,129314.0
gh r,0.0,1.0,129314.0
gh s,0.75,59.0,129256.0
gh v,0.75,6.0,129309.0
gh y,0.0,1.0,129314.0
ghan,0.0,1.0,129314.0
ghbo,0.0,3.0,129312.0
ghef,0.0,1.0,129314.0
gher,0.0,4.0,129311.0
ghes,0.0,1.0,129314.0
ghli,0.0,2.0,129313.0
ghlo,0.0,1.0,129314.0
ghma,0.0,3.0,129312.0
ghn$,0.0,1.0,129314.0
ghne,0.0,1.0,129314.0
ghpu,0.0,1.0,129314.0
ghr ,0.0,1.0,129314.0
ght ,16.69,345.0,128970.0
ght$,1.0,50.0,129265.0
ghte,10.880000000000003,299.0,129016.0
ghtf,0.0,1.0,129314.0
ghti,1.0,11.0,129304.0
ghtl,0.75,3.0,129312.0
ghtm,0.0,2.0,129313.0
ghto,0.0,1.0,129314.0
ghtr,0.0,1.0,129314.0
ghts,1.0,14.0,129301.0
ghtw,0.0,1.0,129314.0
ghwa,1.58,19.0,129296.0
ghy ,0.0,1.0,129314.0
gi a,0.0,1.0,129314.0
gi t,1.0,2.0,129313.0
gia ,0.0,3.0,129312.0
gia$,0.0,2.0,129313.0
gibi,2.75,56.0,129259.0
gic ,6.23,142.0,129173.0
gic$,0.0,1.0,129314.0
gica,11.64,160.0,129155.0
gicb,0.0,1.0,129314.0
gicl,0.0,1.0,129314.0
gict,0.0,1.0,129314.0
giee,0.0,2.0,129313.0
gien,3.48,157.0,129158.0
gies,0.0,16.0,129299.0
gift,0.0,17.0,129298.0
gih ,0.0,1.0,129314.0
gile,0.0,1.0,129314.0
gili,0.0,1.0,129314.0
gill,1.0,1.0,129314.0
gime,0.0,1.0,129314.0
gin ,0.0,1.0,129314.0
gina,1.9100000000000001,31.0,129284.0
gind,0.0,1.0,129314.0
gine,107.99999999999997,4182.0,125133.0
ging,6.19,267.0,129048.0
gini,0.0,3.0,129312.0
ginn,0.0,12.0,129303.0
gins,0.0,1.0,129314.0
gio ,0.0,1.0,129314.0
gioe,0.0,1.0,129314.0
giog,0.0,1.0,129314.0
gion,15.930000000000001,667.0,128648.0
giou,0.0,1.0,129314.0
gire,0.0,1.0,129314.0
girt,0.0,1.0,129314.0
gis ,0.0,27.0,129288.0
gis$,0.0,2.0,129313.0
gise,0.0,1.0,129314.0
gisi,1.0,1.0,129314.0
gisl,0.0,10.0,129305.0
gist,111.72,3071.0,126244.0
gita,1.75,88.0,129227.0
gite,0.0,1.0,129314.0
giti,0.0,2.0,129313.0
gits,0.0,1.0,129314.0
give,5.5,120.0,129195.0
givi,1.5,7.0,129308.0
gl a,0.0,1.0,129314.0
gl s,0.0,1.0,129314.0
gl5$,0.0,1.0,129314.0
glan,0.0,3.0,129312.0
glas,0.0,10.0,129305.0
glaz,0.0,6.0,129309.0
glc2,0.0,1.0,129314.0
gle ,0.75,4.0,129311.0
glen,0.0,2.0,129313.0
gler,0.0,2.0,129313.0
glew,0.0,1.0,129314.0
glin,0.0,2.0,129313.0
glis,1.0,32.0,129283.0
glob,5.3100000000000005,159.0,129156.0
glon,0.0,1.0,129314.0
glor,0.0,1.0,129314.0
gm  ,0.0,4.0,129311.0
gm 2,0.0,1.0,129314.0
gm a,0.0,3.0,129312.0
gm c,0.0,2.0,129313.0
gm g,0.0,1.0,129314.0
gm h,0.0,1.0,129314.0
gm i,0.0,1.0,129314.0
gm m,0.0,4.0,129311.0
gm o,0.0,1.0,129314.0
gm p,0.0,1.0,129314.0
gm s,0.0,3.0,129312.0
gma ,0.0,5.0,129310.0
gman,1.0,4.0,129311.0
gmc$,0.0,1.0,129314.0
gmen,0.75,32.0,129283.0
gmm ,0.0,1.0,129314.0
gmnt,0.0,2.0,129313.0
gmp ,0.0,1.0,129314.0
gmr ,0.0,1.0,129314.0
gms ,0.0,1.0,129314.0
gmt ,0.23,30.0,129285.0
gmt$,0.0,26.0,129289.0
gn  ,1.0,6.0,129309.0
gn $,0.0,1.0,129314.0
gn a,0.75,19.0,129296.0
gn b,0.0,2.0,129313.0
gn c,0.0,14.0,129301.0
gn d,0.0,13.0,129302.0
gn e,1.6600000000000001,83.0,129232.0
gn i,0.0,2.0,129313.0
gn l,0.75,11.0,129304.0
gn m,0.0,23.0,129292.0
gn p,0.0,2.0,129313.0
gn s,0.0,22.0,129293.0
gn t,0.0,6.0,129309.0
gna$,0.0,4.0,129311.0
gnag,0.0,1.0,129314.0
gnal,0.0,32.0,129283.0
gnat,0.0,3.0,129312.0
gnee,1.0,7.0,129308.0
gner,9.46,499.0,128816.0
gnet,0.0,1.0,129314.0
gngr,0.0,1.0,129314.0
gnie,0.0,1.0,129314.0
gnin,0.0,3.0,129312.0
gnit,0.0,2.0,129313.0
gnme,0.0,10.0,129305.0
gno ,0.0,1.0,129314.0
gnol,0.0,1.0,129314.0
gnor,0.0,1.0,129314.0
gnos,0.0,27.0,129288.0
gnpa,0.0,1.0,129314.0
gnt ,0.0,1.0,129314.0
gnur,0.0,1.0,129314.0
go a,0.0,6.0,129309.0
go c,0.0,1.0,129314.0
go d,0.0,1.0,129314.0
go e,0.0,1.0,129314.0
go i,0.0,2.0,129313.0
go l,0.0,2.0,129313.0
go m,0.0,1.0,129314.0
go p,0.0,4.0,129311.0
go s,0.0,2.0,129313.0
go t,1.0,1.0,129314.0
go3 ,0.0,1.0,129314.0
goa ,0.0,1.0,129314.0
gold,1.75,3.0,129312.0
golf,1.0,46.0,129269.0
golu,0.0,1.0,129314.0
gon ,0.0,2.0,129313.0
gona,0.0,1.0,129314.0
goni,0.0,1.0,129314.0
gono,0.0,2.0,129313.0
good,0.0,5.0,129310.0
gori,0.0,1.0,129314.0
goru,0.0,1.0,129314.0
gory,1.0,24.0,129291.0
gos ,0.0,1.0,129314.0
gosi,0.0,1.0,129314.0
goti,0.0,12.0,129303.0
goul,0.0,1.0,129314.0
gour,0.0,3.0,129312.0
gov ,0.0,1.0,129314.0
gove,3.0,46.0,129269.0
govt,0.0,3.0,129312.0
gpa$,0.0,1.0,129314.0
gpai,0.0,1.0,129314.0
gpay,0.0,1.0,129314.0
gpo ,0.0,1.0,129314.0
gpoi,0.0,1.0,129314.0
gps ,0.0,1.0,129314.0
gpwm,0.0,1.0,129314.0
gqc$,0.0,1.0,129314.0
gqrc,0.0,1.0,129314.0
gr  ,0.91,12.0,129303.0
gr $,0.0,1.0,129314.0
gr 1,0.0,1.0,129314.0
gr a,0.0,4.0,129311.0
gr b,0.0,4.0,129311.0
gr c,0.0,8.0,129307.0
gr d,0.0,2.0,129313.0
gr e,0.0,3.0,129312.0
gr f,0.0,3.0,129312.0
gr g,0.0,1.0,129314.0
gr h,0.0,2.0,129313.0
gr i,0.0,2.0,129313.0
gr l,0.0,1.0,129314.0
gr m,1.0,6.0,129309.0
gr o,0.0,5.0,129310.0
gr p,0.0,5.0,129310.0
gr r,0.0,2.0,129313.0
gr s,0.0,4.0,129311.0
gr t,0.0,7.0,129308.0
gr u,0.0,1.0,129314.0
gr w,0.0,1.0,129314.0
gra$,0.0,2.0,129313.0
grad,1.81,86.0,129229.0
graf,0.0,1.0,129314.0
grag,0.0,1.0,129314.0
grai,0.0,3.0,129312.0
gram,42.059999999999995,1402.0,127913.0
gran,1.0,54.0,129261.0
grap,12.0,311.0,129004.0
grat,2.48,104.0,129211.0
grav,1.0,9.0,129306.0
grea,0.91,3.0,129312.0
grec,0.0,2.0,129313.0
gree,0.0,14.0,129301.0
greg,0.0,1.0,129314.0
gres,1.0,2.0,129313.0
grg$,0.0,2.0,129313.0
gric,0.0,9.0,129306.0
grid,0.0,2.0,129313.0
grie,0.23,3.0,129312.0
grif,0.0,1.0,129314.0
gril,0.0,1.0,129314.0
grin,0.23,21.0,129294.0
grip,0.0,3.0,129312.0
grit,0.0,14.0,129301.0
grmm,0.0,2.0,129313.0
grn$,0.75,1.0,129314.0
grna,0.0,1.0,129314.0
groc,2.98,60.0,129255.0
grom,0.0,1.0,129314.0
gron,0.0,3.0,129312.0
groo,0.0,12.0,129303.0
grop,0.0,1.0,129314.0
grou,3.25,234.0,129081.0
grow,0.75,7.0,129308.0
grr$,0.0,2.0,129313.0
grs ,0.0,1.0,129314.0
grs$,0.0,1.0,129314.0
grt$,0.0,1.0,129314.0
gruo,0.75,1.0,129314.0
gs  ,0.0,5.0,129310.0
gs 1,0.75,5.0,129310.0
gs 5,0.0,1.0,129314.0
gs a,0.0,11.0,129304.0
gs c,0.0,1.0,129314.0
gs f,0.0,2.0,129313.0
gs h,0.0,1.0,129314.0
gs i,0.0,3.0,129312.0
gs07,0.0,1.0,129314.0
gs09,0.0,1.0,129314.0
gs11,1.0,6.0,129309.0
gs12,0.0,7.0,129308.0
gs13,0.0,7.0,129308.0
gs14,0.75,1.0,129314.0
gs15,0.0,2.0,129313.0
gs22,0.0,1.0,129314.0
gs6$,0.0,1.0,129314.0
gs7 ,0.0,1.0,129314.0
gs7$,0.0,2.0,129313.0
gs9$,0.0,4.0,129311.0
gsc ,0.0,1.0,129314.0
gse ,0.0,2.0,129313.0
gsho,0.23,19.0,129296.0
gsid,0.0,1.0,129314.0
gsit,0.0,1.0,129314.0
gsm$,0.0,4.0,129311.0
gso ,0.0,1.0,129314.0
gsoc,0.0,1.0,129314.0
gspa,0.0,1.0,129314.0
gst$,0.0,1.0,129314.0
gsta,0.0,1.0,129314.0
gsur,0.0,1.0,129314.0
gt  ,0.0,6.0,129309.0
gt a,0.0,2.0,129313.0
gt c,0.0,1.0,129314.0
gt d,0.0,1.0,129314.0
gt e,0.0,10.0,129305.0
gt f,0.0,2.0,129313.0
gt h,1.0,1.0,129314.0
gt r,0.0,1.0,129314.0
gt s,0.0,2.0,129313.0
gtal,0.0,1.0,129314.0
gtan,0.0,1.0,129314.0
gtga,0.0,1.0,129314.0
gth ,0.0,4.0,129311.0
gton,0.0,3.0,129312.0
gtor,0.0,2.0,129313.0
guag,0.75,64.0,129251.0
gual,0.0,22.0,129293.0
guar,6.75,82.0,129233.0
gue ,0.0,2.0,129313.0
guer,0.0,1.0,129314.0
gues,0.0,44.0,129271.0
guid,0.0,44.0,129271.0
guil,0.23,2.0,129313.0
guis,0.0,11.0,129304.0
guit,0.0,2.0,129313.0
guka,0.0,1.0,129314.0
gul$,0.0,1.0,129314.0
gula,3.0,61.0,129254.0
gun ,0.0,2.0,129313.0
gunn,0.0,5.0,129310.0
guns,0.0,3.0,129312.0
gura,1.0,25.0,129290.0
gure,0.0,1.0,129314.0
gw m,0.0,1.0,129314.0
gweb,0.0,1.0,129314.0
gwim,0.0,1.0,129314.0
gwin,0.0,1.0,129314.0
gww$,1.0,1.0,129314.0
gxmo,1.0,1.0,129314.0
gy  ,0.0,9.0,129306.0
gy a,0.0,38.0,129277.0
gy b,0.0,1.0,129314.0
gy c,0.23,34.0,129281.0
gy d,2.0,22.0,129293.0
gy e,0.0,2.0,129313.0
gy f,0.0,9.0,129306.0
gy g,0.0,1.0,129314.0
gy h,0.0,1.0,129314.0
gy i,0.23,10.0,129305.0
gy l,0.0,10.0,129305.0
gy m,1.0,48.0,129267.0
gy n,0.0,1.0,129314.0
gy o,0.58,20.0,129295.0
gy p,0.0,9.0,129306.0
gy r,0.0,10.0,129305.0
gy s,2.58,93.0,129222.0
gy t,0.0,50.0,129265.0
gy2$,0.0,1.0,129314.0
gym ,0.0,2.0,129313.0
gymn,0.75,2.0,129313.0
gyn ,0.0,1.0,129314.0
gyn$,0.0,1.0,129314.0
gysg,0.0,4.0,129311.0
gyst,0.0,1.0,129314.0
h   ,0.0,11.0,129304.0
h  2,0.0,1.0,129314.0
h  a,0.0,2.0,129313.0
h  b,0.0,1.0,129314.0
h  c,0.0,3.0,129312.0
h  e,0.0,1.0,129314.0
h  f,0.0,3.0,129312.0
h  h,0.0,1.0,129314.0
h  i,0.0,1.0,129314.0
h  m,0.0,3.0,129312.0
h  p,0.0,4.0,129311.0
h  r,0.0,4.0,129311.0
h  s,0.0,12.0,129303.0
h  t,0.0,3.0,129312.0
h  u,0.0,1.0,129314.0
h  w,0.0,1.0,129314.0
h 1 ,0.0,2.0,129313.0
h 1$,0.0,13.0,129302.0
h 11,0.0,3.0,129312.0
h 2$,0.75,24.0,129291.0
h 3 ,0.0,1.0,129314.0
h 3$,0.58,23.0,129292.0
h 4$,0.0,5.0,129310.0
h 5 ,0.0,1.0,129314.0
h 5$,0.0,4.0,129311.0
h 6 ,0.0,1.0,129314.0
h 6$,0.0,1.0,129314.0
h 8$,0.0,1.0,129314.0
h a$,0.0,2.0,129313.0
h ac,3.5,16.0,129299.0
h ad,0.0,35.0,129280.0
h af,0.0,1.0,129314.0
h ag,0.0,2.0,129313.0
h ai,4.08,49.0,129266.0
h al,0.0,1.0,129314.0
h am,1.0,11.0,129304.0
h an,1.0,81.0,129234.0
h ap,0.0,7.0,129308.0
h ar,0.0,3.0,129312.0
h as,5.0,133.0,129182.0
